"counts","number of items in equivalence class","isoforms in equivalence class"
1,13,"ENST00000227378,ENST00000453788,ENST00000524590,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000527387,ENST00000528292,ENST00000530391,ENST00000532182,ENST00000532636,ENST00000534567,ENST00000534624"
2,12,"ENST00000227378,ENST00000453788,ENST00000524590,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000527387,ENST00000528292,ENST00000532182,ENST00000532636,ENST00000534567,ENST00000534624"
599,13,"ENST00000227378,ENST00000453788,ENST00000524590,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000527387,ENST00000530391,ENST00000532182,ENST00000532636,ENST00000533540,ENST00000534567,ENST00000534624"
5,12,"ENST00000227378,ENST00000453788,ENST00000524590,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000527387,ENST00000530391,ENST00000532636,ENST00000533540,ENST00000534567,ENST00000534624"
926,13,"ENST00000227378,ENST00000453788,ENST00000524590,ENST00000525624,ENST00000526110,ENST00000527387,ENST00000528292,ENST00000530391,ENST00000532182,ENST00000532636,ENST00000533540,ENST00000534567,ENST00000534624"
849,12,"ENST00000227378,ENST00000453788,ENST00000524590,ENST00000525624,ENST00000526110,ENST00000527387,ENST00000528292,ENST00000530391,ENST00000532182,ENST00000532636,ENST00000534567,ENST00000534624"
102,11,"ENST00000227378,ENST00000453788,ENST00000524590,ENST00000525624,ENST00000526110,ENST00000527387,ENST00000528292,ENST00000532182,ENST00000532636,ENST00000534567,ENST00000534624"
7,10,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534567,ENST00000534624"
8,9,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534624"
9,8,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000533540,ENST00000534567,ENST00000534624"
97,11,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000527387,ENST00000528292,ENST00000532182,ENST00000532636,ENST00000534319,ENST00000534567,ENST00000534624"
757,10,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000527387,ENST00000528292,ENST00000532182,ENST00000532636,ENST00000534567,ENST00000534624"
185,10,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000527387,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534567,ENST00000534624"
154,9,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534567,ENST00000534624"
82,8,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534624"
582,8,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000526110,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534624"
24,7,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534624"
9,5,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000533540,ENST00000534624"
123,9,"ENST00000227378,ENST00000453788,ENST00000525624,ENST00000527387,ENST00000528292,ENST00000532182,ENST00000532636,ENST00000534567,ENST00000534624"
2605,8,"ENST00000227378,ENST00000453788,ENST00000526110,ENST00000528292,ENST00000532636,ENST00000533540,ENST00000534319,ENST00000534624"
1891,7,"ENST00000227378,ENST00000453788,ENST00000526110,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534624"
1204,7,"ENST00000227378,ENST00000453788,ENST00000526110,ENST00000532636,ENST00000533540,ENST00000534319,ENST00000534624"
994,6,"ENST00000227378,ENST00000453788,ENST00000532636,ENST00000533540,ENST00000534319,ENST00000534624"
3817,8,"ENST00000227378,ENST00000524552,ENST00000526110,ENST00000526686,ENST00000532636,ENST00000533540,ENST00000534319,ENST00000534624"
1169,7,"ENST00000227378,ENST00000524552,ENST00000526110,ENST00000532636,ENST00000533540,ENST00000534319,ENST00000534624"
2,9,"ENST00000227378,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000528292,ENST00000530391,ENST00000532182,ENST00000533540,ENST00000534624"
2,2,"ENST00000227378,ENST00000525624"
6,3,"ENST00000227378,ENST00000525624,ENST00000526110"
1,7,"ENST00000227378,ENST00000525624,ENST00000526110,ENST00000528292,ENST00000530391,ENST00000532182,ENST00000534624"
1,6,"ENST00000227378,ENST00000525624,ENST00000526110,ENST00000528292,ENST00000532182,ENST00000534624"
6,4,"ENST00000227378,ENST00000525624,ENST00000526110,ENST00000530391"
1,4,"ENST00000227378,ENST00000525624,ENST00000532182,ENST00000534624"
430,6,"ENST00000227378,ENST00000526110,ENST00000532636,ENST00000533540,ENST00000534319,ENST00000534624"
1,3,"ENST00000227378,ENST00000526686,ENST00000534624"
2,3,"ENST00000227378,ENST00000528292,ENST00000534624"
1,2,"ENST00000227378,ENST00000534319"
17,2,"ENST00000227378,ENST00000534624"
1559,1,"ENST00000227451"
305,2,"ENST00000227451,ENST00000532982"
1462,1,"ENST00000227471"
57,2,"ENST00000227471,ENST00000524455"
233,3,"ENST00000227471,ENST00000524455,ENST00000528423"
58,2,"ENST00000227471,ENST00000528423"
74,1,"ENST00000227474"
23,4,"ENST00000227474,ENST00000529801,ENST00000530811,ENST00000534158"
8,3,"ENST00000227474,ENST00000530811,ENST00000534158"
3,4,"ENST00000227474,ENST00000530811,ENST00000534158,ENST00000613398"
112,3,"ENST00000227474,ENST00000530811,ENST00000613398"
2,2,"ENST00000227474,ENST00000534158"
1,2,"ENST00000227474,ENST00000613398"
3,1,"ENST00000227495"
7,20,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526311,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534452,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
3,18,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526311,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
9,17,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000678865"
6,17,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
1,16,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000678865"
6,17,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526727,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
1,16,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526727,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000678865"
4,14,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526727,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676867,ENST00000677721"
4,13,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526727,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000677721"
2,15,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000526727,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
14,13,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000526727,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
1,17,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000526311,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000531217,ENST00000534083,ENST00000534452,ENST00000534733,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
2,9,"ENST00000227495,ENST00000444328,ENST00000531217,ENST00000534733,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
1,7,"ENST00000227495,ENST00000444328,ENST00000531217,ENST00000534733,ENST00000676545,ENST00000676867,ENST00000678865"
3,8,"ENST00000227495,ENST00000444328,ENST00000531217,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
2,4,"ENST00000227495,ENST00000530591,ENST00000534457,ENST00000677503"
1,2,"ENST00000227495,ENST00000531217"
2,3,"ENST00000227495,ENST00000677721,ENST00000678865"
59,1,"ENST00000227503"
189,11,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000413725,ENST00000433274,ENST00000443908,ENST00000448404,ENST00000486867,ENST00000681407"
7,10,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000413725,ENST00000433274,ENST00000443908,ENST00000448404,ENST00000681407"
41,10,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000413951,ENST00000432725,ENST00000433274,ENST00000448404,ENST00000681407"
102,9,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000413951,ENST00000432725,ENST00000433274,ENST00000681407"
16,9,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000413951,ENST00000433274,ENST00000448404,ENST00000681407"
66,8,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000413951,ENST00000433274,ENST00000681407"
11,8,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000413951,ENST00000448404,ENST00000681407"
191,10,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000433274,ENST00000443908,ENST00000448404,ENST00000486867,ENST00000681407"
250,9,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000433274,ENST00000448404,ENST00000486867,ENST00000681407"
666,8,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000433274,ENST00000448404,ENST00000681407"
123,8,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000443908,ENST00000448404,ENST00000681407"
610,7,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000448404,ENST00000681407"
1,7,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000433274,ENST00000443908,ENST00000681407"
103,6,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000433274,ENST00000681407"
39,7,"ENST00000227503,ENST00000334944,ENST00000377390,ENST00000377394,ENST00000413951,ENST00000448404,ENST00000681407"
123,5,"ENST00000227503,ENST00000334944,ENST00000377390,ENST00000377394,ENST00000448404"
11,6,"ENST00000227503,ENST00000334944,ENST00000377390,ENST00000377394,ENST00000448404,ENST00000681407"
3,3,"ENST00000227503,ENST00000334944,ENST00000377394"
66,4,"ENST00000227503,ENST00000334944,ENST00000377394,ENST00000448404"
32,5,"ENST00000227503,ENST00000377387,ENST00000377394,ENST00000443908,ENST00000448404"
69,2,"ENST00000227503,ENST00000377394"
23,3,"ENST00000227503,ENST00000377394,ENST00000413951"
4,4,"ENST00000227503,ENST00000377394,ENST00000413951,ENST00000448404"
24,3,"ENST00000227503,ENST00000377394,ENST00000448404"
1,4,"ENST00000227503,ENST00000377394,ENST00000448404,ENST00000486867"
3,3,"ENST00000227503,ENST00000377394,ENST00000681407"
2,2,"ENST00000227503,ENST00000681407"
187,1,"ENST00000227507"
7,2,"ENST00000227507,ENST00000536559"
393,1,"ENST00000227520"
211,2,"ENST00000227520,ENST00000535217"
139,3,"ENST00000227520,ENST00000535217,ENST00000545580"
1668,1,"ENST00000227524"
524,2,"ENST00000227524,ENST00000535326"
17,3,"ENST00000227524,ENST00000540473,ENST00000541371"
204,2,"ENST00000227524,ENST00000541371"
508,3,"ENST00000227524,ENST00000541371,ENST00000546152"
597,1,"ENST00000227525"
822,2,"ENST00000227525,ENST00000536171"
20,1,"ENST00000227618"
1,7,"ENST00000227618,ENST00000307198,ENST00000427369,ENST00000535503,ENST00000543587,ENST00000544409,ENST00000545680"
5,4,"ENST00000227618,ENST00000307198,ENST00000427369,ENST00000544409"
21,15,"ENST00000227618,ENST00000438939,ENST00000535234,ENST00000535503,ENST00000537644,ENST00000538117,ENST00000538393,ENST00000538919,ENST00000539395,ENST00000542531,ENST00000543050,ENST00000543587,ENST00000545333,ENST00000545680,ENST00000545944"
37,14,"ENST00000227618,ENST00000438939,ENST00000535234,ENST00000535503,ENST00000537644,ENST00000538117,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000543050,ENST00000543587,ENST00000545333,ENST00000545680,ENST00000545944"
1,8,"ENST00000227618,ENST00000438939,ENST00000535234,ENST00000538919,ENST00000543050,ENST00000545333,ENST00000545680,ENST00000545944"
21,13,"ENST00000227618,ENST00000502597,ENST00000535234,ENST00000535503,ENST00000537644,ENST00000538117,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000543050,ENST00000543587,ENST00000545680,ENST00000545944"
2,10,"ENST00000227618,ENST00000502597,ENST00000535234,ENST00000535503,ENST00000537644,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000543050,ENST00000545944"
31,12,"ENST00000227618,ENST00000502597,ENST00000535234,ENST00000535503,ENST00000538117,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000543050,ENST00000543587,ENST00000545680,ENST00000545944"
6,12,"ENST00000227618,ENST00000535234,ENST00000535503,ENST00000538117,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000543050,ENST00000543587,ENST00000545333,ENST00000545680,ENST00000545944"
12,11,"ENST00000227618,ENST00000535234,ENST00000535503,ENST00000538117,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000543050,ENST00000543587,ENST00000545680,ENST00000545944"
1,10,"ENST00000227618,ENST00000535234,ENST00000535503,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000543587,ENST00000544409,ENST00000545680,ENST00000545944"
17,9,"ENST00000227618,ENST00000535234,ENST00000535503,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000543587,ENST00000545680,ENST00000545944"
54,7,"ENST00000227618,ENST00000535234,ENST00000535503,ENST00000538393,ENST00000538919,ENST00000542531,ENST00000545944"
1,9,"ENST00000227618,ENST00000535234,ENST00000535503,ENST00000538393,ENST00000542531,ENST00000543587,ENST00000544409,ENST00000545680,ENST00000545944"
67,8,"ENST00000227618,ENST00000535234,ENST00000535503,ENST00000538393,ENST00000542531,ENST00000543587,ENST00000545680,ENST00000545944"
1,5,"ENST00000227618,ENST00000535234,ENST00000538393,ENST00000543587,ENST00000545680"
16,4,"ENST00000227618,ENST00000538393,ENST00000543587,ENST00000545680"
10,5,"ENST00000227618,ENST00000538919,ENST00000543050,ENST00000545333,ENST00000545680"
15,4,"ENST00000227618,ENST00000538919,ENST00000545333,ENST00000545680"
1,2,"ENST00000227618,ENST00000545680"
133,1,"ENST00000227638"
174,2,"ENST00000227638,ENST00000436171"
446,1,"ENST00000227752"
12,2,"ENST00000227752,ENST00000526544"
172,3,"ENST00000227752,ENST00000526544,ENST00000534574"
55,2,"ENST00000227752,ENST00000534574"
352,1,"ENST00000227756"
359,1,"ENST00000227758"
59,6,"ENST00000227758,ENST00000527465,ENST00000528344,ENST00000530675,ENST00000532672,ENST00000613397"
5,5,"ENST00000227758,ENST00000527465,ENST00000528344,ENST00000532672,ENST00000613397"
5,7,"ENST00000227758,ENST00000527465,ENST00000530675,ENST00000531259,ENST00000532672,ENST00000532832,ENST00000533742"
25,4,"ENST00000227758,ENST00000527465,ENST00000532672,ENST00000613397"
33,6,"ENST00000227758,ENST00000528344,ENST00000530675,ENST00000532672,ENST00000532832,ENST00000613397"
56,5,"ENST00000227758,ENST00000528344,ENST00000530675,ENST00000532672,ENST00000613397"
6,6,"ENST00000227758,ENST00000530675,ENST00000531259,ENST00000532672,ENST00000532832,ENST00000533742"
18,6,"ENST00000227758,ENST00000530675,ENST00000531259,ENST00000532672,ENST00000533742,ENST00000613397"
60,5,"ENST00000227758,ENST00000530675,ENST00000531259,ENST00000532672,ENST00000613397"
1,5,"ENST00000227758,ENST00000530675,ENST00000532672,ENST00000532832,ENST00000533742"
103,5,"ENST00000227758,ENST00000530675,ENST00000532672,ENST00000533742,ENST00000613397"
64,4,"ENST00000227758,ENST00000530675,ENST00000532672,ENST00000613397"
1,3,"ENST00000227758,ENST00000530675,ENST00000532832"
3,4,"ENST00000227758,ENST00000530675,ENST00000532832,ENST00000533742"
20,3,"ENST00000227758,ENST00000532672,ENST00000532832"
3,4,"ENST00000227758,ENST00000532672,ENST00000532832,ENST00000613397"
92,3,"ENST00000227758,ENST00000532672,ENST00000613397"
168,2,"ENST00000227758,ENST00000613397"
185,1,"ENST00000227868"
16,2,"ENST00000227868,ENST00000430469"
15,3,"ENST00000227868,ENST00000430469,ENST00000448838"
85,4,"ENST00000227868,ENST00000430469,ENST00000448838,ENST00000526309"
1,5,"ENST00000227868,ENST00000430469,ENST00000448838,ENST00000533262,ENST00000533550"
14,4,"ENST00000227868,ENST00000430469,ENST00000448838,ENST00000533550"
13,3,"ENST00000227868,ENST00000430469,ENST00000533262"
248,2,"ENST00000227868,ENST00000448838"
9,3,"ENST00000227868,ENST00000448838,ENST00000526309"
50,4,"ENST00000227868,ENST00000448838,ENST00000533262,ENST00000533550"
1,3,"ENST00000227868,ENST00000448838,ENST00000533550"
88,1,"ENST00000227880"
26,7,"ENST00000227880,ENST00000536491,ENST00000536784,ENST00000537307,ENST00000538739,ENST00000541505,ENST00000679573"
46,8,"ENST00000227880,ENST00000536491,ENST00000536784,ENST00000537307,ENST00000538739,ENST00000541505,ENST00000679573,ENST00000681275"
57,10,"ENST00000227880,ENST00000536491,ENST00000536784,ENST00000537307,ENST00000538739,ENST00000541505,ENST00000679573,ENST00000681275,ENST00000681882,ENST00000681951"
1,7,"ENST00000227880,ENST00000536491,ENST00000536784,ENST00000537307,ENST00000538739,ENST00000541505,ENST00000681275"
106,9,"ENST00000227880,ENST00000536491,ENST00000536784,ENST00000538739,ENST00000541505,ENST00000679573,ENST00000681275,ENST00000681882,ENST00000681951"
31,6,"ENST00000227880,ENST00000536491,ENST00000536784,ENST00000538739,ENST00000541505,ENST00000681275"
49,7,"ENST00000227880,ENST00000536491,ENST00000537307,ENST00000538739,ENST00000679573,ENST00000681275,ENST00000681882"
14,6,"ENST00000227880,ENST00000536491,ENST00000538739,ENST00000679573,ENST00000681275,ENST00000681882"
1,4,"ENST00000227880,ENST00000536784,ENST00000679573,ENST00000681882"
49,7,"ENST00000227880,ENST00000538739,ENST00000541505,ENST00000679573,ENST00000681275,ENST00000681882,ENST00000681951"
28,6,"ENST00000227880,ENST00000541505,ENST00000679573,ENST00000681275,ENST00000681882,ENST00000681951"
44,4,"ENST00000227880,ENST00000679573,ENST00000681882,ENST00000681951"
41,1,"ENST00000228027"
41,2,"ENST00000228027,ENST00000376262"
3,4,"ENST00000228027,ENST00000376262,ENST00000603276,ENST00000604733"
